Timestamp,Strain_Score,Pitch_Hz,Is_Anomaly
1771696901.5455732,-0.5256221309097362,273.621652041232,1
1771696901.5519202,-0.5824118472313785,107.97568411997769,1
1771696902.796045,-0.5370982119959579,611.362734709986,1
1771696902.83795,-0.49659519157612,50.080860059106556,1
1771696904.345328,-0.5729435934485925,64.09901944440206,1
1771696904.987392,-0.5964377460826796,58.18061570812989,1
1771696905.841803,-0.48543851015838624,54.094683588866445,1
1771696907.606061,-0.587150203592306,62.88177245883467,1
1771696908.293088,-0.5921084989547583,63.91723903900984,1
1771696909.1423318,-0.5883257816619364,58.414094518761374,1
1771696910.195961,-0.5346640717522023,75.95954670990272,1
1771696910.239899,-0.5534058500094251,71.61909129556808,1
1771696914.274604,-0.5844915903251728,98.98323157230054,1
1771696914.3186219,-0.545384992840966,101.74827896902445,1
1771696914.779897,-0.5492887789860796,65.28800120714793,1
1771696919.6683981,-0.5581408346615782,77.012101633785,1
1771696923.6974342,-0.5215210136258953,291.329607847805,1
1771696923.735957,-0.5720885457462168,53.730744757355374,1
1771696926.379641,-0.5844915903251728,98.73686206952777,1
1771696926.4179509,-0.5526014554639581,166.42617765141836,1
1771696927.5651891,-0.5835720733236276,100.11659598145788,1
1771696927.6142771,-0.5797283153459805,100.23312604632086,1
1771696928.667563,-0.5835720733236276,100.34860123584144,1
1771696928.71773,-0.5840962650647954,99.15170431977549,1
1771696969.101878,-0.41822322070231754,143.2326258175205,1
1771696969.219361,-0.46889990157706213,126.28594358965067,1
1771696969.697828,-0.5228465920714488,335.1654266595651,1
1771696969.765512,-0.49869614595038647,50.08927868927768,1
1771696970.202378,-0.4847011101137,124.5588144001988,1
1771696970.2463732,-0.48258727709744703,118.98052712133733,1
1771696970.3134139,-0.46493788867715147,133.65666700032816,1
1771696970.5472288,-0.506399260027223,128.97589690828605,1
1771696970.660577,-0.47315812469396723,125.84942072666031,1
1771696970.704349,-0.6589193234374492,1011.9845537748133,-1
1771696970.748682,-0.49919799299532225,851.8988604832579,1
1771696970.799697,-0.4268972168392019,129.90970865377722,1
1771696970.844933,-0.4930891944051993,103.73449325398092,1
1771696970.961343,-0.5492387819339191,92.22194919390074,1
1771696971.005881,-0.5209566173732585,114.89995360204296,1
1771696971.049542,-0.4621958695048804,117.18728976034852,1
1771696971.093031,-0.5139947669039056,60.11398712480878,1
1771696971.1623511,-0.5367937189132871,109.73588634525133,1
1771696971.212659,-0.4524513333958003,124.38240867895674,1
1771696971.300391,-0.4493072650773272,112.23030006842163,1
1771696971.349313,-0.5046612610636428,84.3145917563058,1
1771696971.392962,-0.5689765441517393,823.4616894882198,1
1771696971.4616451,-0.5450989258185697,822.7019575856042,1
1771696971.505158,-0.4936826769737578,105.92990808363164,1
1771696971.555437,-0.43551167781671835,122.30240966841744,1
1771696971.599896,-0.504796503980606,326.41516780092394,1
1771696971.64622,-0.4952852901591971,94.65779185589668,1
